target,acid_group,base_group,MaxAbsPartialCharge,FpDensityMorgan1,PEOE_VSA4,PEOE_VSA6,SMR_VSA7,EState_VSA6,EState_VSA7,VSA_EState6,VSA_EState8,VSA_EState9,NumAromaticHeterocycles,MolLogP,fr_Al_COO,fr_NH2,fr_benzodiazepine,fr_ketone,fr_piperdine
1,0.495260557,0.832050294,-0.814488154,0.176796908,-0.356181449,0.194509223,0.592679529,1.087020171,-0.802018481,0.907012393,-0.912221568,-0.275936508,-0.531433958,0.28001266,-0.316227766,-0.43037564,5.656854249,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.340164482,-0.581540764,-0.356181449,0.330515411,-0.526801018,-0.868849558,0.391096206,0.044009923,0.626982571,-0.275936508,-0.531433958,0.476936344,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,-0.074454971,-0.551818684,-0.356181449,0.290508062,-0.310570661,0.376273099,1.356396643,-0.968812114,1.496942168,1.720976761,-0.531433958,0.843169718,-0.316227766,-0.43037564,-0.176776695,1.665087782,1.292486066
1,0.495260557,0.832050294,-0.840700898,0.474353454,-0.356181449,0.226704281,0.846568608,-0.643165294,1.186505998,1.240840052,-0.443087143,0.616517477,0.871551691,-0.093618628,-0.316227766,-0.43037564,-0.176776695,-0.577683516,1.292486066
1,0.495260557,-1.201850425,-0.076013429,-0.470544164,-0.356181449,0.829500647,1.222395664,2.9609274,-0.802018481,1.26671345,1.251967634,-0.275936508,-0.531433958,0.337987403,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,0.495260557,-1.201850425,-0.076019467,-1.024208019,-0.356181449,1.380391449,2.393576505,3.401278845,-0.802018481,2.444752073,0.55152093,-0.275936508,-0.531433958,0.512351112,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,-2.019139192,-1.201850425,0.223236006,0.124358664,-0.356181449,-0.665494272,-0.708323673,0.19506459,0.559721165,-0.069339285,0.458349629,0.382934671,-0.531433958,0.037126686,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.294505774,-0.625736207,-0.356181449,-0.875077322,0.583185772,-0.030619674,0.743807686,0.708818439,-0.880819691,0.963836411,0.871551691,0.152416952,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,0.832050294,0.223327374,1.311930644,-0.356181449,-0.691447055,-0.691914692,0.248790287,-0.802018481,0.190047578,-0.953350877,0.383464237,-0.531433958,-0.661609967,-0.316227766,1.064613425,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.254752625,-0.85603735,-0.356181449,1.179577028,-0.510392036,1.524388101,1.01363438,-1.135456335,2.409041932,1.569815628,-0.531433958,0.068842496,-0.316227766,-0.43037564,-0.176776695,1.665087782,-0.380142961
1,0.495260557,0.832050294,-0.711335356,0.140318132,-0.356181449,-0.523914317,0.437082441,1.40310001,-0.802018481,0.590450773,-0.912221568,1.179068164,-0.531433958,0.428593539,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,-0.604935306,-2.626489888,-0.356181449,2.243300041,-1.087148053,1.643301185,3.227624981,-2.554299509,4.471156747,4.018132549,-0.531433958,0.341429996,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,-2.019139192,0.832050294,-1.225075661,0.418012828,-0.356181449,0.210606752,0.626734166,-0.039147584,1.98191579,1.369001397,-0.885448387,0.487306282,-0.531433958,0.299239912,-0.316227766,-0.43037564,5.656854249,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.254752625,-0.85603735,-0.356181449,1.179577028,-0.510392036,1.524388101,1.01363438,-1.11681574,2.466684378,1.582812736,-0.531433958,-0.007407292,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,-2.019139192,0.832050294,-0.792444272,-0.418901535,-0.356181449,0.713204966,1.333325397,0.825639007,0.699064553,0.71011464,-0.748901553,-0.275936508,0.871551691,1.508176277,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.345009499,0.212961215,-0.356181449,0.617469047,1.224915316,0.528644856,0.448570212,0.101252324,1.084287914,-0.275936508,-0.531433958,1.657416377,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,0.832050294,0.336010001,0.246714566,-0.356181449,-0.324186521,0.397221241,0.008869818,-0.802018481,-0.041034155,-0.397993347,-0.275936508,-0.531433958,-0.482118991,-0.316227766,1.064613425,-0.176776695,2.786473431,-0.380142961
1,-2.019139192,0.832050294,0.2004382,0.04147241,-0.356181449,0.315292046,0.487911258,-0.868849558,1.584210894,0.848247334,0.926326728,-0.275936508,0.871551691,1.684481023,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,0.495260557,-1.201850425,-1.108578706,-0.242709038,-0.356181449,0.069026796,-0.3124604,0.847099702,-0.802018481,0.32146059,-0.593194823,-0.275936508,-0.531433958,-0.599277047,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,-0.674428595,0.462060952,-0.356181449,-0.261259338,-1.103557034,-0.549950104,-0.403680742,-0.806835687,0.628961772,-0.275936508,-0.531433958,0.640056689,-0.316227766,-0.43037564,-0.176776695,1.665087782,-0.380142961
1,-2.019139192,-1.201850425,-1.420551315,-1.177063191,-0.356181449,2.227285039,0.414890049,0.008869818,-0.006608689,0.21078168,1.545040414,-0.275936508,-0.531433958,2.498031839,-0.316227766,-0.43037564,-0.176776695,1.665087782,-0.380142961
1,0.495260557,-1.201850425,0.344942718,0.418012828,-0.356181449,-0.665494272,-0.526801018,-0.868849558,-0.006608689,0.037365005,-0.486861613,-0.275936508,-0.531433958,0.46602259,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.294505774,-0.76709147,-0.356181449,-1.058707589,-0.147346725,0.56768974,-0.802018481,0.175104854,-0.558213563,0.962391878,-0.531433958,-0.365546908,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,0.832050294,0.228565226,-0.242709038,-0.356181449,0.010878956,0.213225236,-0.868849558,1.186505998,0.865353308,0.136076746,-0.275936508,-0.531433958,0.92385093,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,-2.019139192,-1.201850425,-0.027387088,-0.242709038,-0.356181449,0.30659635,-1.103557034,-0.868849558,-0.403680742,-0.806835687,-0.018463284,-0.275936508,-0.531433958,1.488289805,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,0.495260557,0.832050294,0.251325812,-0.389536117,-0.356181449,0.279194245,0.830789539,-0.589439597,2.493303012,0.607009704,0.585813033,1.495332979,0.871551691,0.43243899,-0.316227766,-0.43037564,-0.176776695,-0.577683516,1.292486066
1,-2.019139192,0.832050294,1.272394345,0.596302853,1.07128832,-0.156653782,0.796634883,0.014578113,1.584210894,1.312873066,-0.880349659,0.486125141,-0.531433958,0.224857913,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,-2.019139192,0.832050294,-0.75348429,0.016397574,-0.356181449,0.226704281,0.083402874,-0.868849558,-0.802018481,1.315138418,-0.562922453,-0.275936508,-0.531433958,0.171790698,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,0.344942718,0.943202002,-0.356181449,-0.261551538,-0.526801018,-0.868849558,-0.006608689,0.039159465,-0.087480567,-0.275936508,-0.531433958,1.103671516,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
1,0.495260557,-1.201850425,-0.58538676,-0.032956063,-0.356181449,-0.470842388,-1.103557034,-0.868849558,-0.403680742,-0.806835687,-0.037829824,-0.275936508,-0.531433958,0.564905601,-0.316227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
1,-2.019139192,0.832050294,0.206565957,-0.602285563,2.715550698,0.036831738,2.164299242,0.698822608,2.094332429,2.252469315,0.644473699,-0.275936508,2.274537339,1.186806492,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,-1.201850425,-0.583699739,1.225561773,-0.356181449,-0.077336872,-0.707063847,-0.30914042,0.050232474,-0.806835687,0.094269428,-0.275936508,-0.531433958,-0.195248389,-0.316227766,-0.43037564,-0.176776695,1.665087782,-0.380142961
0,0.495260557,-1.201850425,-1.108728165,1.052824032,-0.356181449,-0.261259338,-1.070739072,-0.588994989,0.105807949,-0.912709254,0.45020613,-0.275936508,-0.531433958,-0.360968991,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.345028275,-1.559089767,-0.356181449,0.697775946,1.259460477,1.211498247,0.503512845,-0.588041123,0.716148185,-0.275936508,2.274537339,-1.305678964,-0.316227766,1.064613425,-0.176776695,-0.577683516,-0.380142961
0,-2.019139192,0.832050294,0.251991511,-0.746116172,-0.356181449,1.773604766,1.815560663,-0.541380377,-0.802018481,3.420559699,0.934818877,0.497181472,-0.531433958,1.479756568,-0.316227766,-0.43037564,-0.176776695,-0.577683516,4.63774412
0,0.495260557,0.832050294,0.319996671,0.523345297,-0.356181449,-0.507816788,0.471472979,0.528200248,-0.802018481,0.735169771,-0.912221568,-1.44037462,0.871551691,-0.276771938,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-1.136117213,1.015808803,-0.356181449,0.090485631,-0.526801018,-0.868849558,-0.404313586,0.070593182,0.632431832,-0.275936508,-0.531433958,0.571256087,-0.316227766,-0.43037564,-0.176776695,-0.577683516,1.292486066
0,0.495260557,-1.201850425,-0.583601639,0.773786141,-0.356181449,-0.470842388,-1.103557034,-0.588994989,-0.348105266,-0.806835687,-0.277526352,-0.275936508,-0.531433958,-0.203305523,-0.316227766,-0.43037564,-0.176776695,1.665087782,-0.380142961
0,-2.019139192,-1.201850425,4.311534868,1.959697181,-0.356181449,-1.058707589,-0.510392036,0.069596854,-0.006608689,0.197690188,-0.515215264,0.493513777,-0.531433958,-1.375142448,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.129426826,-0.990696056,-0.356181449,-0.307794357,1.570281522,-0.02928585,2.604453964,0.269256955,1.248934501,1.408309899,3.677522988,1.605023031,3.16227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,4.311534868,-1.964129992,-0.356181449,4.025090938,-1.48364124,-0.868849558,-0.802018481,-1.592619726,0.221587876,-2.465786986,-0.531433958,-0.433812809,-0.316227766,1.064613425,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.254549001,0.462060952,-0.356181449,-0.707544584,0.614582333,1.733388805,-0.802018481,0.87529631,-0.591262455,0.392026055,0.871551691,0.582528751,3.16227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,-1.201850425,-0.572715896,1.298975315,-0.356181449,-0.356381579,-0.180385041,-0.868849558,-0.802018481,-0.232198838,-1.013396367,-0.275936508,-0.531433958,-0.522880765,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.127518582,-0.010876804,-0.356181449,0.37813949,0.411156873,0.80761021,-0.404313586,0.94141761,-0.912221568,-0.275936508,-0.531433958,0.742492163,3.16227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.126694459,-1.73356863,-0.356181449,1.935373045,1.291811067,2.84734961,0.448570212,-0.969595955,0.325339232,-0.275936508,-0.531433958,-0.59513861,3.16227766,1.064613425,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-0.056181797,0.064603459,-0.356181449,-0.445181805,0.371996798,0.219225229,0.314624442,0.29431538,0.491812391,-0.275936508,2.274537339,0.642510453,-0.316227766,-0.43037564,-0.176776695,-0.577683516,2.965115093
0,0.495260557,0.832050294,0.315039769,-1.554780826,2.179495278,0.044242812,0.827162304,-0.310029635,0.790066789,0.391226475,-0.541426428,-0.401788679,-0.531433958,-0.217295638,-0.316227766,-0.43037564,-0.176776695,-0.577683516,2.965115093
0,0.495260557,0.832050294,-0.577197471,-0.903430903,-0.356181449,-1.058707589,-1.48364124,-0.868849558,-0.802018481,-1.296519709,-1.077135333,-0.275936508,-0.531433958,-3.941010086,-0.316227766,5.549580619,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.358588478,0.445542906,-0.356181449,-0.481864005,0.212690875,0.008869818,-0.802018481,-0.35796556,-0.604458061,1.012519244,-0.531433958,-0.983089622,-0.316227766,1.064613425,-0.176776695,1.665087782,-0.380142961
0,0.495260557,0.832050294,0.336010001,0.336871545,-0.356181449,-0.691447055,0.199289605,-0.549950104,-0.802018481,-0.275593202,-0.400603997,0.304210935,-0.531433958,-0.478969384,-0.316227766,1.064613425,-0.176776695,2.786473431,-0.380142961
0,-2.019139192,-1.201850425,-1.570759758,-1.186597416,4.715172005,-1.058707589,-1.48364124,-0.868849558,-0.802018481,-0.806835687,-0.894756515,-3.219712748,-0.531433958,-0.958698479,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.336010001,0.434954415,-0.356181449,-0.691447055,0.199289605,-0.549950104,-0.802018481,-0.291525819,-0.809494593,0.296654151,-0.531433958,-0.855310798,-0.316227766,1.064613425,-0.176776695,2.786473431,-0.380142961
0,0.495260557,-1.201850425,0.129495058,0.63825345,-0.356181449,0.684878501,-1.087148053,-0.588994989,-0.403680742,-0.806835687,-0.523081619,-0.275936508,-0.531433958,0.416910695,3.16227766,-0.43037564,-0.176776695,0.543702133,-0.380142961
0,0.495260557,0.832050294,0.315146301,1.112617868,-0.356181449,-0.875077322,-0.708323673,-0.264831848,-0.802018481,-0.202687133,-0.837522421,0.47139488,-0.531433958,-0.727385481,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.340991862,-1.589635155,-0.356181449,2.183776162,2.308428335,-0.231050651,0.105807949,-1.145145432,0.735946157,-1.739790674,-0.531433958,0.130186586,3.16227766,1.064613425,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-0.644879616,0.751926031,-0.356181449,-0.902614257,0.380896324,-0.379084186,-0.348105266,-0.157509872,0.028971027,-0.275936508,2.274537339,0.272695317,-0.316227766,-0.43037564,-0.176776695,-0.577683516,1.292486066
0,0.495260557,-1.201850425,0.579052011,0.434954415,-0.356181449,-1.058707589,-1.48364124,-0.868849558,-0.802018481,-0.806835687,-0.981822043,0.230206919,-0.531433958,-1.595102212,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-0.569402024,-2.445115256,2.646446998,-1.058707589,-1.48364124,-0.417481029,-0.802018481,-0.806835687,-0.108553824,-0.275936508,2.274537339,-0.862232609,-0.316227766,-0.43037564,-0.176776695,-0.577683516,2.965115093
0,-2.019139192,0.832050294,-0.984975019,1.330438261,-0.356181449,-1.058707589,-1.48364124,-0.653735505,-0.802018481,-0.806835687,-0.488880505,-1.506783626,-0.531433958,-0.165803226,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,0.358588478,0.29120762,-0.356181449,-0.691447055,0.212690875,-0.868849558,-0.802018481,-0.447216866,-0.68221367,0.959859264,-0.531433958,-1.311234725,-0.316227766,1.064613425,-0.176776695,1.665087782,-0.380142961
0,0.495260557,0.832050294,-0.432556843,0.246714566,3.49692828,-0.156653782,0.230870892,-0.337676353,-0.404313586,0.95529238,0.006019961,-1.863837456,0.871551691,-0.548553725,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-0.667195476,0.462060952,1.179684624,-0.665494272,0.868390422,-0.868849558,-0.802018481,-0.409737664,-0.681813498,-0.275936508,2.274537339,-0.058533471,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,2.328446037,0.931907614,-0.356181449,-0.907841462,-1.115808886,-0.589439597,-0.802018481,-0.583134813,-0.562321156,-0.275936508,0.871551691,-0.90350711,-0.316227766,2.55960249,-0.176776695,-0.577683516,1.292486066
0,0.495260557,-1.201850425,-1.009119749,1.592629479,1.152643596,-1.058707589,-1.323534961,-0.868849558,-0.802018481,-0.88870052,-0.839406407,-0.275936508,-0.531433958,-0.432054888,-0.316227766,-0.43037564,-0.176776695,-0.577683516,-0.380142961
0,0.495260557,0.832050294,-0.131466599,1.592629479,-0.356181449,-1.058707589,-0.748203376,-0.868849558,-0.48078535,-0.791315045,-0.560138144,0.38126107,-0.531433958,-1.460511448,-0.316227766,2.55960249,-0.176776695,1.665087782,-0.380142961
0,0.495260557,0.832050294,-0.577200921,1.830143873,1.145132775,-1.058707589,-0.7414428,-0.868849558,-0.802018481,-0.612463196,-0.995280186,-0.275936508,0.871551691,-1.794443038,-0.316227766,1.064613425,-0.176776695,-0.577683516,-0.380142961