target,acid_group,base_pKa,MaxEStateIndex,qed,MolWt,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BalabanJ,PEOE_VSA11,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA9,SMR_VSA9,SlogP_VSA4,EState_VSA3,EState_VSA5,EState_VSA8,VSA_EState8,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumRotatableBonds,RingCount,MolLogP,fr_Al_OH,fr_Ar_NH,fr_Ar_OH,fr_NH1,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_bicyclic,fr_ether,fr_ketone,fr_methoxy,fr_piperdine
1,0.622699849,-0.959744043,-0.400939277,0.742952368,-0.686185602,0.277427338,0.590858712,1.402030876,-1.144009646,0.746308225,0.246192861,0.23589742,-0.313732335,-0.603832133,-1.204328361,0.484329135,0.697452982,-0.199257835,-0.894216277,-0.081757378,-0.85619094,-1.081850873,-1.590391347,-0.515742626,-0.641821345,-0.841737232,-0.253345873,-0.762554373,-0.606604452,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,0.860666471,0.213665176,-1.419042421,1.294339921,-0.791801447,0.842345395,0.645043603,0.494379144,-1.561094788,-0.637153716,2.058838565,-0.313732335,0.091993227,0.690365972,0.514317579,0.690134632,-1.04538138,0.543019177,-0.481884042,1.29797013,0.594705841,-0.353508349,-1.210207945,-0.641821345,1.298006011,1.192320086,1.856319232,0.649031856,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,1.501746494,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,1.721117743,-3.373166337,0.698629055,-1.544113258,1.978473131,-0.752084149,1.501572818,-2.579665095,0.742235658,-0.637153716,-0.767615937,-0.313732335,-1.073032326,-1.171013509,-1.130382703,-0.657124366,-1.04538138,-1.252358387,-1.09454844,-0.586286749,-0.884749196,-0.338508833,-0.515742626,-0.641821345,-0.841737232,-0.735234525,-1.286329094,-1.459717267,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.679210761,0.330819427,-0.037330826,-0.021753613,0.518866095,-0.618837227,-0.249588485,0.638213846,-2.980780048,-0.637153716,-0.196043338,-0.313732335,-0.294952929,0.425955025,-0.23978005,-0.657124366,-0.550312953,-0.040892777,-1.09454844,-0.827418801,1.213645921,1.738597778,1.567653329,0.104227398,0.22813439,0.469487107,-0.762554373,-0.639747156,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,1.475274523,-3.389473115,0.527761334,-1.414325263,2.375383814,-0.725971425,0.747881201,-0.788655106,0.38638404,-0.637153716,-0.767615937,-0.313732335,-1.073032326,-0.529927878,-1.130382703,-0.657124366,-1.04538138,-0.876006848,0.293925966,0.028020131,-0.840319024,0.186474157,-1.210207945,-0.641821345,0.22813439,-1.217123178,-0.762554373,-1.012112569,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.59140961,0.440657772,-1.574514485,0.871090892,0.75869883,0.585744337,0.301639855,0.969990672,-0.599949001,1.028786331,0.992269716,6.08110681,-0.873275982,-0.486466243,0.039801307,-0.657124366,-0.013172613,-0.546854569,0.859254176,-0.095713896,0.157239162,-0.233512235,0.873188011,-0.641821345,1.298006011,0.710431433,0.284995069,-0.811732847,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.006789851,-0.197345367,0.753623699,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,-0.266114957,-0.417663781,0.236065317,-0.990438211,2.276156145,0.590452357,2.858368323,-0.919911512,1.456395893,1.769080424,1.374512967,-0.313732335,-1.039875889,-1.655035354,-0.725321515,-0.657124366,0.379954417,-0.889551147,-0.840386564,-0.843520632,-0.445956753,0.711457147,-1.210207945,-0.641821345,-0.841737232,-0.253345873,-1.286329094,-1.59740204,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.959744043,-0.037755963,-1.067624857,-0.326250465,1.00824701,-0.63187857,-0.105611078,0.147617328,0.81498329,-0.637153716,-0.196043338,-0.313732335,0.926031461,-0.749333502,-0.270816287,-0.657124366,0.439823903,0.316148895,-1.09454844,-0.414691947,-0.232186568,1.140988683,0.873188011,0.104227398,-0.841737232,1.674208738,-1.286329094,-0.103851006,1.610347894,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.006789851,-0.703741026,-0.742621893,1.060660172,-0.422158527,-0.2786656
1,0.622699849,0.196304434,0.089072258,1.579393172,-0.57135129,0.425344361,0.590883841,0.922109501,0.057735011,0.230944156,1.122960715,0.830053947,-0.313732335,-0.603832133,-0.998377979,-0.785689358,-0.657124366,-1.04538138,-1.252358387,0.317710955,-0.586286749,-1.081850873,-1.633466874,0.178722692,-0.641821345,0.22813439,-0.976178852,-0.238779652,-1.131185754,0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.084659246,0.869757679,1.121699762,-0.481813624,0.359077536,-0.417535804,-0.462029085,0.276372437,0.28290268,0.256595574,3.143174419,-0.313732335,-0.805275793,-1.616229126,0.167671685,-0.657124366,0.414555134,-0.874479088,0.255545363,-0.114574965,-0.833701987,-0.863491823,-0.515742626,-0.641821345,-0.841737232,-0.253345873,-0.238779652,-0.865732291,0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,0.278252175,0.118960552,0.630470518,-0.728823536,0.504233441,0.842257006,0.427605459,-0.665914472,0.504904711,0.259422361,-0.172454894,-0.313732335,-0.155197623,-0.792427597,-0.338205806,-0.657124366,-0.609763351,-0.22020248,-1.09454844,-0.585879076,-1.047524911,-1.388474813,-0.515742626,-0.641821345,0.22813439,-1.217123178,-0.238779652,-0.521030345,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.377760145,0.163239714,1.144381321,-0.501213534,0.589285731,0.588098448,0.96818444,-1.089664843,-0.064729501,0.155073633,-0.173459411,-0.313732335,-1.307632422,-0.940163333,2.214069168,0.697452982,0.113043124,-0.931159458,-1.09454844,-0.361256527,-0.318345936,-0.678203709,-0.515742626,-0.641821345,-0.841737232,-0.253345873,-0.238779652,-0.543731316,-0.536782631,1.954620538,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.753623699,-0.441941738,1.970073125,-0.2786656
1,-1.605910137,1.671363758,-2.820579316,1.17408678,-0.870170727,0.787741076,-0.62412599,-1.608308549,0.875725887,-0.099263746,-0.637153716,-0.767615937,-0.313732335,-0.576417019,0.501777236,-0.62977844,0.020164307,-0.550312953,-0.915053904,1.413607033,0.373887214,-0.832424182,0.886451478,-1.210207945,0.850276141,0.22813439,-1.217123178,0.284995069,-0.328277008,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.005500903,-0.441941738,0.773957299,2.428371657
1,0.622699849,-0.959744043,-0.574085615,0.923579746,-0.745526799,0.679492706,-0.637937817,-1.567873077,1.305034675,-0.339166752,-0.637153716,-0.767615937,0.879116353,-0.576319245,0.878108822,-1.130382703,1.474253886,1.430383769,0.211678322,-0.475329515,-0.169733617,-0.643901604,0.606460549,0.178722692,1.596324885,-0.841737232,-1.458067504,0.284995069,-0.226176096,0.536782631,-0.31741701,2.428371657,-0.708925369,-0.266206953,-0.363177581,-0.468499685,1.828237268,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,-0.959744043,-0.116037356,1.350181583,-0.656043963,-0.835984455,0.590446064,0.267454894,-0.509817962,0.227698483,0.874227448,0.80747002,-0.313732335,0.334568252,-1.032525486,-0.393284388,-0.657124366,-1.04538138,-0.905204842,-0.746411077,-1.084652684,-1.043160107,-1.419356165,-1.210207945,-0.641821345,0.22813439,-0.735234525,-0.238779652,-0.696098663,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,1.118216512,-0.741219131,0.862782133,-0.284529691,-0.40299098,0.842257031,0.244717761,-0.554952798,-0.481577227,-0.637153716,-0.196043338,-0.313732335,0.783202762,-1.032525486,-0.23978005,-0.657124366,-1.04538138,-0.840809943,-0.475329515,1.150474089,-0.14298761,-0.313509643,-0.515742626,-0.641821345,0.22813439,0.469487107,-0.238779652,-0.433050719,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,1.557222263,0.917865546,1.669211299,-0.631250757,1.253679706,-0.417857134,0.793638652,-0.892746549,0.461554374,-0.637153716,0.327352529,-0.313732335,-1.307632422,-1.175221038,-0.341497551,-0.657124366,-0.558735876,0.668589738,-0.749690323,-0.827418801,-0.041816749,-0.338508833,0.178722692,-0.641821345,0.22813439,-0.735234525,-0.238779652,-1.270483115,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.131916924,-0.248570019,1.146204529,-0.457523859,-0.195907143,0.842345207,0.821916534,-1.269176794,0.356893305,0.377917952,-0.196043338,-0.313732335,0.528036983,-1.015451733,0.42945409,-0.657124366,-1.04538138,0.428466798,-1.09454844,-0.598242555,-1.212706926,-1.388474813,0.178722692,-0.641821345,-0.841737232,-0.012401546,-0.762554373,-0.09489713,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,2.42645365,0.1517207,-0.816812553,-0.181892599,-0.720519529,-0.617710948,-0.357858685,-0.417317617,-0.58967471,0.278463519,-0.196043338,-0.313732335,0.334568252,-0.148556108,-0.713700093,0.020164307,-0.055244525,0.323868901,-1.09454844,-0.843112959,-0.935947964,-0.45263557,1.567653329,0.104227398,-0.841737232,0.22854278,-0.238779652,-0.486239414,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.753623699,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,1.387473372,-0.299986423,0.8782684,-0.164646018,0.277427338,0.842257078,0.627246462,-0.751085296,-1.133859225,-0.637153716,-0.767615937,-0.313732335,-0.155197623,-0.217068516,-0.347365944,-0.657124366,-1.04538138,-0.852399804,-0.533248379,1.325806561,-0.092907158,-0.513503164,-0.515742626,-0.641821345,1.298006011,-0.494290199,0.80876979,-0.138686483,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,0.309050292,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.959744043,1.901003218,0.704712497,-0.266724839,1.127950232,-0.41743755,-1.939230795,2.079302556,-0.161207849,2.010844806,-0.244220071,-0.313732335,-0.321621434,0.099190599,-0.700599495,-0.657124366,1.345816934,0.294670908,-0.418280004,-1.084652684,-0.196312789,1.140988683,0.873188011,2.342373628,-0.841737232,-0.976178852,0.284995069,-0.990997459,2.683913156,-0.31741701,-0.2786656,-0.708925369,-0.266206953,0.551491883,1.378339654,1.828237268,-0.742621893,2.563262082,-0.422158527,-0.2786656
1,-1.605910137,1.463567703,-2.580083225,1.210364276,-0.950138036,-1.155032279,-0.622463573,0.467872944,-1.219474428,0.309690295,-0.637153716,-0.767615937,-0.313732335,1.038368541,-0.965895782,-0.665188967,-0.657124366,-1.04538138,-1.252358387,-0.475329515,2.182361563,-0.755583798,-0.678203709,-1.210207945,-0.641821345,-0.841737232,-0.012401546,-0.762554373,-0.341284629,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,0.986514786,0.489017845,0.173138403,-0.206725681,-1.831869446,-0.417756651,0.235520227,-0.553817311,-0.785344534,-0.637153716,0.279175795,-0.313732335,1.273715247,-0.431748092,-0.704973785,-0.657124366,-0.072090371,-1.252358387,0.565449106,0.564409009,-0.166030867,-0.944258436,-1.210207945,-0.641821345,0.22813439,-0.012401546,0.284995069,0.56345775,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.959744043,0.030713276,0.828835893,-0.416266649,0.696146303,-0.635644328,-1.907150626,1.685793374,-0.318640504,1.13990485,-0.767615937,-0.313732335,-0.556594835,0.478569343,-0.700599495,-0.657124366,1.345816934,-0.052482638,-0.78440178,-0.749672316,-0.398285792,1.486432039,0.873188011,2.342373628,-0.841737232,-0.976178852,0.284995069,-1.041825182,2.683913156,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.006789851,1.828237268,-0.742621893,2.563262082,-0.422158527,-0.2786656
1,0.622699849,-0.269041662,0.091866528,1.541398428,-0.471380938,1.253679706,0.590885144,0.927380141,0.064566974,0.221040894,1.911365844,0.830053947,1.791566361,-0.838432229,-1.175221038,-0.785689358,-0.657124366,-0.466169128,-0.93270913,0.603751874,-0.586286749,-0.719913875,-1.313477242,0.178722692,-0.641821345,0.22813439,-0.976178852,-0.238779652,-0.966398801,0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,-0.959744043,-1.021387025,-0.562456002,-1.091081478,-1.038048074,-0.583914288,2.126903501,-1.024806776,3.144465837,0.30065074,-0.767615937,5.321108428,-1.307632422,-1.822179508,-1.130382703,-0.657124366,1.492989255,-1.252358387,-1.09454844,-0.382504195,-1.416107346,2.286406117,-1.210207945,-0.641821345,-0.841737232,0.469487107,-1.810103816,-2.28988856,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,1.794285368,-0.142422718,-0.817538743,-0.291911825,0.696146303,0.585737189,0.782838066,-0.117040504,1.028873813,0.29110586,0.375529262,1.870509417,-0.804902488,-1.197007259,-1.130382703,-0.657124366,-1.04538138,-0.452441221,-1.09454844,-0.267580702,-0.375388186,0.326469619,2.956583967,-0.641821345,0.22813439,0.951375759,-1.286329094,-1.976770186,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.233921202,-0.313280707,0.447795662,-1.153253905,0.957845656,0.842257766,2.533418324,-1.334915693,1.889683134,1.07804814,-0.196043338,-0.313732335,-1.307632422,-1.428332915,-1.130382703,-0.657124366,-1.04538138,-1.252358387,-0.055972091,-0.602388579,-1.081850873,-0.713496682,-0.515742626,-0.641821345,-0.841737232,-1.458067504,-0.762554373,-2.007551919,-0.536782631,1.954620538,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,-0.959744043,-0.05630126,0.416212787,-0.396153946,-0.40299098,-0.616547199,-1.91273679,2.375886184,-0.934801447,0.251375567,-0.767615937,-0.313732335,-0.556594835,1.081299939,-1.130382703,-0.657124366,3.326090644,0.245106637,0.64488875,-0.120725352,-0.096364402,1.586428795,-1.210207945,3.834471115,0.22813439,-1.458067504,1.856319232,0.0826658,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.006789851,5.37300688,0.005500903,1.060660172,-0.422158527,-0.2786656
1,0.622699849,-0.959744043,-0.071792755,1.531028133,-0.925449507,0.126223266,0.58318864,0.830356315,-0.96411752,0.482861628,-0.637153716,-0.767615937,1.791566361,-0.134631941,-1.175221038,-0.370297814,-0.657124366,-1.04538138,-0.298202627,-0.463649404,-1.084652684,-0.762385654,-1.313477242,-0.515742626,-0.641821345,-0.841737232,-0.494290199,-0.762554373,-0.424586856,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,1.060660172,-0.422158527,-0.2786656
1,0.622699849,1.489908048,-2.560637522,1.330398237,-0.95832767,1.383107103,0.842257031,1.431017542,-1.258340548,0.182510961,0.278463519,-0.767615937,-0.313732335,-0.858997913,-1.410278744,0.91032168,-0.657124366,-1.04538138,-0.939494174,-0.441867674,0.094551121,-0.758551818,-0.980154711,0.178722692,-0.641821345,0.22813439,-1.217123178,-0.238779652,-1.071136875,-0.536782631,-0.31741701,-0.2786656,1.044053725,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,0.26947206,-0.109471328,1.240939018,-0.803666716,0.311448253,0.842257002,0.414638157,-0.762633174,0.440655026,-0.637153716,-0.767615937,-0.313732335,0.314002569,-1.204328361,-0.327768614,-0.657124366,-1.04538138,-0.939494174,-1.09454844,-0.843112959,-1.053016228,-1.388474813,-1.210207945,-0.641821345,0.22813439,-1.217123178,-0.238779652,-0.430556107,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,1.961107554,-2.471441967,0.914627158,-0.740477439,-0.176184872,0.583181955,0.835869578,-1.136022061,-0.061201086,-0.637153716,-0.767615937,1.791566361,0.334568252,-0.583311518,-1.130382703,0.020164307,-1.04538138,-1.252358387,-0.223638916,2.074372486,-0.896453655,-0.980154711,-0.515742626,-0.641821345,-0.841737232,-0.012401546,-0.238779652,0.2274424,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.005500903,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,1.545515443,0.964763792,1.678707397,-0.571381197,0.787741076,-0.417857103,0.785452869,-0.455286276,0.008955778,-0.637153716,0.327352529,-0.313732335,-1.307632422,-0.97431084,-0.341497551,-0.657124366,-0.558735876,0.260911148,-0.412093302,-0.827418801,-0.496571928,-0.184102071,0.178722692,0.104227398,0.22813439,-0.735234525,0.284995069,-1.130161181,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,1.457714293,-0.806105263,-0.515324301,-0.655799719,1.865070077,0.585726124,2.098236218,-1.739234139,0.42272487,0.257172219,-0.767615937,-0.313732335,-1.307632422,-0.931748275,0.082150628,-0.657124366,-0.199257835,-0.482086241,-1.09454844,-0.333120235,-0.796325842,0.348007383,0.178722692,-0.641821345,-0.841737232,0.951375759,-1.286329094,-1.185532662,-0.536782631,-0.31741701,-0.2786656,1.044053725,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.166606987,-0.352196209,0.253340545,-1.324947103,1.062525397,-0.647559977,2.533463782,-1.487831758,1.947170953,0.230470321,0.398113189,-0.313732335,-1.307632422,-1.822179508,-0.684873054,-0.657124366,-1.04538138,-0.556950686,-0.096060113,-0.602388579,-1.081850873,-0.713496682,-0.515742626,-0.641821345,-0.841737232,-1.458067504,-0.762554373,-2.298619703,-0.536782631,1.954620538,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.161183974,-0.607299873,1.62483414,-0.746807831,-0.152310547,0.842345172,0.828090344,-1.414645387,0.633861183,-0.637153716,-0.767615937,-0.313732335,0.528036983,-1.015451733,0.42945409,-0.657124366,-1.04538138,0.428466798,-1.09454844,-0.827418801,-1.081850873,-1.613467525,0.178722692,-0.641821345,-0.841737232,-0.494290199,-0.762554373,0.108591948,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,-1.605910137,-0.058318901,0.001568098,1.096452067,-1.075001285,0.717698015,-0.649277245,0.209474643,-0.731970877,1.19679437,0.251375567,-0.229320454,-0.313732335,-0.002006194,-1.209368545,0.050688349,-0.657124366,-0.550312953,-1.252358387,-1.09454844,-0.168010385,0.49876985,-0.113516121,-1.210207945,-0.641821345,-0.841737232,-0.735234525,-0.762554373,-0.36703259,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,1.060660172,-0.422158527,-0.2786656
1,-1.605910137,1.574782493,0.527113396,0.741679126,-0.156765428,0.253964635,0.585739533,0.629227386,0.216443712,0.173516055,0.30065074,-0.767615937,1.870509417,-0.369232037,-0.330970881,0.140323823,0.020164307,-1.04538138,-0.437001209,-0.70923825,-1.084652684,-0.578128039,-0.386234558,-1.210207945,-0.641821345,0.22813439,-0.012401546,-0.238779652,-0.334914458,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.753623699,-0.441941738,0.773957299,-0.2786656
1,-1.605910137,1.867452994,-0.140659158,1.330120863,-1.060047603,1.278042508,-0.619591043,-0.167824507,-0.284947502,0.412548001,-0.637153716,-0.767615937,-0.313732335,0.113675713,-0.975143495,-0.21309583,-0.657124366,-1.04538138,-1.252358387,0.015761387,-0.827418801,-0.885929596,0.186474157,-0.515742626,-0.641821345,0.22813439,-0.735234525,-0.762554373,-0.906537018,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,0.005500903,-0.441941738,0.773957299,2.428371657
1,-1.605910137,0.006068609,-2.804457041,0.443908902,-1.417211324,3.301508749,0.842254817,1.759620665,-2.083345361,1.14445694,-0.637153716,-0.173459411,3.945919798,-1.307632422,-1.369137851,-0.341470776,-0.657124366,-0.466169128,-0.88608784,-0.82313223,-0.843520632,-0.684047657,0.186474157,-1.210207945,-0.641821345,-0.841737232,-0.976178852,-1.286329094,-0.840821806,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,0.551491883,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,0.471414705,-0.404854621,-0.451548974,-0.656567342,0.632428197,-0.611567413,1.023630177,-0.569072331,-0.314050347,-0.637153716,0.401085654,-0.313732335,-1.307632422,-0.998377979,-0.34615699,0.676799841,-0.199257835,-0.188184459,-0.073508093,-0.580605365,-1.108277502,-1.613467525,-0.515742626,-0.641821345,0.22813439,-0.494290199,-0.238779652,-1.060133854,-0.536782631,-0.31741701,-0.2786656,0.167564178,-0.266206953,-0.363177581,-0.468499685,-0.703741026,-0.742621893,-0.441941738,-0.422158527,-0.2786656
1,0.622699849,-0.959744043,-0.570328024,1.62633928,-1.075240544,0.437525764,-0.624123241,0.311175494,-1.233630028,0.822697642,-0.637153716,-0.767615937,-0.313732335,-0.369232037,-0.620624721,-0.21309583,0.020164307,-1.04538138,-1.252358387,-1.09454844,-1.084652684,-0.748248781,-1.013486964,-0.515742626,-0.641821345,-0.841737232,-0.735234525,-0.762554373,-0.482809323,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,0.005500903,-0.441941738,0.773957299,-0.2786656
1,0.622699849,-0.488544537,-0.571367017,1.090747387,-0.687157592,0.073301842,0.842345143,1.188999129,-1.304951392,0.312291996,0.220613322,0.398113189,-0.313732335,-0.410363403,-0.586477215,-0.738657409,0.692169886,-1.04538138,0.778271923,-0.419354399,-0.843520632,-1.081850873,-1.913457803,-0.515742626,-0.641821345,-0.841737232,-0.976178852,-0.238779652,0.169041747,-0.536782631,-0.31741701,-0.2786656,-0.708925369,-0.266206953,-0.363177581,-0.468499685,-0.197345367,-0.742621893,-0.441941738,-0.422158527,-0.2786656
