target,acid_group,base_group,MaxEStateIndex,qed,MolWt,BalabanJ,HallKierAlpha,PEOE_VSA11,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,SMR_VSA2,SMR_VSA7,SMR_VSA9,SlogP_VSA11,SlogP_VSA7,EState_VSA11,EState_VSA8,EState_VSA9,VSA_EState4,VSA_EState5,VSA_EState9,NHOHCount,NumAromaticHeterocycles,NumRotatableBonds,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_alkyl_carbamate,fr_aniline,fr_aryl_methyl,fr_ether,fr_ketone,fr_methoxy,fr_para_hydroxylation,fr_piperzine,fr_pyridine,fr_sulfonamd
1,-1.605910137,0.824022054,-0.85067004,-0.361039184,0.043035709,0.123622256,-0.206001427,2.896232592,-0.767615937,0.448678527,-0.302919163,0.695694049,3.763316781,-0.182674804,2.766980567,3.384194865,-0.434314115,-0.254210831,0.750486475,1.041541219,-0.11957324,1.314281276,3.38233711,-1.210207945,-0.763505675,1.674208738,-0.762554373,0.433328088,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,2.24986929,-0.441941738,4.362304777,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,0.057348616,0.217097012,-0.424386498,0.241143355,0.185927965,1.111912811,-0.196043338,-0.440614002,-0.858997913,0.765654372,-0.204210988,0.424921144,0.020164307,0.451673954,1.598826814,-0.254210831,-1.084652684,1.274595844,-0.656831903,0.122221406,-0.204615931,-1.210207945,-0.763505675,-0.012401546,-0.762554373,0.249314803,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,0.402222134,1.417692242,-0.464596951,0.483937254,0.267016804,2.0195518,-0.767615937,-0.440614002,-0.59124138,-1.822179508,-0.204210988,-0.856929597,1.374741655,2.406687895,1.598826814,-0.254210831,-1.084652684,2.312524165,-1.03394091,0.189661892,1.577701561,-1.210207945,-0.763505675,-0.735234525,-0.238779652,-0.583573836,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,2.24986929,2.563262082,3.166188951,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.067545092,0.411231906,-0.366007322,-0.02954342,0.740035036,-0.637153716,-0.767615937,-0.440614002,0.48886779,-0.131482355,-0.204210988,-1.042090974,0.697452982,1.429180925,-0.434314115,-0.254210831,0.883748725,-0.515351263,-0.097383722,0.832909237,-0.204615931,-0.515742626,-0.763505675,-0.012401546,-0.238779652,0.954933674,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.862349954,-1.500417021,2.333820235,-0.369403389,-0.51684198,0.251375567,-0.196043338,-0.440614002,1.440990649,1.808914708,-0.204210988,-0.179939731,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,1.560505379,-0.230110778,-2.959615416,1.66566966,0.873188011,-0.763505675,-0.012401546,0.284995069,0.917781771,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,2.997992086,4.065863992,3.166188951,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,-0.754302441,-0.217071347,-0.995273235,2.248832418,1.638769677,-0.637153716,-0.767615937,2.404706504,-1.307632422,-1.386211604,-0.204210988,-1.86588337,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.679885299,-1.034315424,-0.643985432,0.147934156,-3.017184152,-1.210207945,-0.763505675,0.22854278,-1.810103816,-1.9606443,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,-0.140659158,1.330120863,-1.060047603,0.412548001,0.848153489,-0.637153716,-0.767615937,-0.440614002,0.113675713,-0.975143495,-0.204210988,-0.594571002,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.827418801,-0.515351263,-0.303938319,0.022165247,0.399237921,-0.515742626,-0.763505675,-0.735234525,-0.762554373,-0.906537018,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-0.352196209,0.253340545,-1.324947103,1.947170953,0.510283324,0.230470321,0.398113189,-0.440614002,-1.307632422,-1.822179508,-0.204210988,-0.903759423,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.602388579,-1.034315424,-0.640081888,0.147934156,1.040730049,-0.515742626,1.800365233,-1.458067504,-0.762554373,-2.298619703,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.570328024,1.62633928,-1.075240544,0.822697642,0.388650064,-0.637153716,-0.767615937,-0.440614002,-0.369232037,-0.620624721,-0.204210988,-0.379716959,0.020164307,0.451673954,-0.434314115,-0.254210831,-1.084652684,0.044112823,-0.377646663,-0.043341447,0.468583224,-0.515742626,-0.763505675,-0.735234525,-0.762554373,-0.482809323,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,0.538968734,-0.284674743,0.440908338,-0.428785986,-0.422238333,0.329236778,0.935183213,4.873140406,-0.838432229,-0.179616634,-0.204210988,1.209902304,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.350157507,0.003612897,-1.721343729,0.054537917,-0.204615931,0.178722692,0.518429779,-0.012401546,0.284995069,0.370526226,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,0.527113396,0.741679126,-0.156765428,0.173516055,0.064294705,0.30065074,-0.767615937,-0.440614002,-0.369232037,-0.330970881,-0.204210988,0.049991126,0.020164307,0.451673954,-0.434314115,-0.254210831,-1.084652684,0.003612897,-0.072925256,0.168554561,2.087818921,-1.210207945,-0.763505675,-0.012401546,-0.238779652,-0.334914458,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,0.753623699,-0.441941738,0.773957299,2.133521167,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-2.560637522,1.330398237,-0.95832767,0.182510961,0.814366473,0.278463519,-0.767615937,1.03769713,-0.858997913,-1.410278744,-0.204210988,-1.258287422,-0.657124366,-0.525833016,1.598826814,-0.254210831,0.094551121,0.236667522,0.13837669,0.436201265,-0.204615931,0.178722692,0.518429779,-1.217123178,-0.238779652,-1.071136875,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-0.404854621,-0.451548974,-0.656567342,-0.314050347,-0.59793082,-0.637153716,0.401085654,0.421555724,-1.307632422,-0.998377979,-0.204210988,-0.014525644,0.676799841,-0.525833016,-0.434314115,-0.254210831,-0.580605365,-0.55037847,-0.427278699,0.329398327,-0.204615931,-0.515742626,0.518429779,-0.494290199,-0.238779652,-1.060133854,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-0.76808701,0.860428322,-0.800690934,-0.150723095,0.733277633,1.129539439,-0.767615937,-0.440614002,-0.603085524,-0.529927878,-0.204210988,-0.611699121,0.697452982,1.429180925,-0.434314115,-0.254210831,-0.212644894,-0.515351263,0.104451077,0.612222109,0.700706561,0.178722692,-0.763505675,-1.458067504,0.80876979,-1.301754861,-0.344657911,0.536782631,-0.708925369,-0.255488065,2.045954459,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.390553156,0.899666698,-0.076942671,-0.597068864,0.854910893,2.966832588,-0.767615937,-0.440614002,0.194442753,0.082116846,-0.204210988,-1.02291155,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.079711579,0.003612897,-0.986146315,0.158647056,-0.204615931,0.178722692,-0.763505675,-0.494290199,0.80876979,-0.62522495,-0.344657911,1.610347894,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.008448809,1.205109502,-0.515893066,-0.223381768,0.935999732,1.13990485,-0.767615937,-0.440614002,-0.321621434,0.919905147,-0.204210988,-1.040723437,-0.657124366,-0.525833016,-0.434314115,-0.254210831,0.214255017,-1.034315424,-0.297181253,0.719182354,-0.204615931,-0.515742626,-0.763505675,-1.217123178,0.284995069,-0.05159779,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-0.313280707,0.447795662,-1.153253905,1.889683134,0.70624802,1.07804814,-0.196043338,0.401709489,-1.307632422,-1.428332915,-0.204210988,-0.940725603,-0.657124366,-0.525833016,1.704459498,-0.254210831,-0.602388579,0.236667522,-0.758711301,0.147934156,1.00798773,-0.515742626,1.800365233,-1.458067504,-0.762554373,-2.007551919,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,-0.417663781,0.236065317,-0.990438211,1.456395893,0.787336859,1.769080424,1.374512967,-0.440614002,-1.039875889,-1.655035354,-0.204210988,-1.08190247,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.843520632,-1.034315424,-0.643985432,0.222986516,-1.498038052,-1.210207945,0.518429779,-0.253345873,-1.286329094,-1.59740204,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.030713276,0.828835893,-0.416266649,-0.318640504,1.057632992,1.13990485,-0.767615937,-0.440614002,-0.556594835,0.478569343,-0.204210988,-1.453303403,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.749672316,-1.034315424,-1.046605253,0.202573401,-0.204615931,0.873188011,-0.763505675,-0.976178852,0.284995069,-1.041825182,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.902480484,-1.59344563,2.553405094,-0.37738567,-0.543871593,0.251375567,-0.196043338,-0.440614002,1.440990649,1.808914708,-0.204210988,-0.179939731,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,2.07946954,-0.230686737,-2.960569827,1.692098466,0.873188011,-0.763505675,0.710431433,0.284995069,0.925176514,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,3.746114882,4.065863992,3.166188951,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,-1.021387025,-0.562456002,-1.091081478,3.144465837,0.138626141,0.30065074,-0.767615937,-0.440614002,-1.307632422,-1.822179508,-0.204210988,-0.791219336,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.382504195,-1.034315424,-0.643985432,0.147934156,-0.204615931,-1.210207945,-0.763505675,0.469487107,-1.810103816,-2.28988856,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.400939277,0.742952368,-0.686185602,0.746308225,-0.003279328,0.246192861,0.23589742,-0.440614002,-0.603832133,-1.204328361,-0.204210988,0.211170315,0.697452982,1.429180925,-0.434314115,-0.254210831,-0.85619094,-0.515351263,-0.664581861,0.341476556,-1.663088281,-0.515742626,-0.763505675,-0.253345873,-0.762554373,-0.606604452,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,0.005500903,-0.441941738,-0.422158527,2.133521167,-0.281718085,-0.410256665,2.951996903
1,-1.605910137,0.824022054,-2.471441967,0.914627158,-0.740477439,-0.061201086,0.517040727,-0.637153716,-0.767615937,-0.440614002,0.334568252,-0.583311518,-0.204210988,0.431085188,0.020164307,0.451673954,-0.434314115,-0.254210831,2.074372486,-0.515351263,-0.643985432,0.523036784,0.612808487,-0.515742626,0.518429779,-0.012401546,-0.238779652,0.2274424,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,-3.373166337,0.698629055,-1.544113258,0.742235658,1.158994042,-0.637153716,-0.767615937,-0.440614002,-1.073032326,-1.171013509,-0.204210988,-0.800182806,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.586286749,-1.034315424,-0.268201221,0.147934156,0.601127439,-0.515742626,0.518429779,-0.735234525,-1.286329094,-1.459717267,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
1,-1.605910137,0.824022054,-3.389473115,0.527761334,-1.414325263,0.38638404,1.158994042,-0.637153716,-0.767615937,-0.440614002,-1.073032326,-0.529927878,-0.204210988,-0.800182806,-0.657124366,-0.525833016,-0.434314115,-0.254210831,0.028020131,-1.034315424,-0.199919458,0.147934156,0.699529923,-1.210207945,0.518429779,-1.217123178,-0.762554373,-1.012112569,-0.344657911,-0.536782631,-0.708925369,-0.255488065,2.045954459,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
1,0.622699849,-1.213559752,-0.208078347,0.993511718,-0.78529861,-0.390343879,1.334686528,0.251375567,-0.767615937,-0.440614002,-0.556594835,0.88038974,-0.204210988,-1.453303403,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.414691947,-1.034315424,-0.027674555,1.153052043,-0.204615931,-0.515742626,-0.763505675,-1.458067504,0.284995069,-0.107414738,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,-0.806105263,-0.515324301,-0.655799719,0.42272487,0.631916583,0.257172219,-0.767615937,1.547217998,-1.307632422,-0.931748275,-0.204210988,-0.244181434,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.333120235,-0.55037847,-0.643985432,1.688734689,2.130767377,0.178722692,0.518429779,0.951375759,-1.286329094,-1.185532662,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.545904779,0.987390143,-0.649484281,0.422466863,0.496768517,-0.637153716,-0.196043338,1.785408671,-0.630041365,-0.567364425,-0.204210988,-0.846391224,0.737722092,-0.525833016,1.598826814,-0.254210831,-0.025364293,0.236667522,-1.71326999,1.944542038,-0.204615931,-0.515742626,-0.763505675,-1.458067504,-0.238779652,-0.021038791,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.574085615,0.923579746,-0.745526799,-0.339166752,0.773822053,-0.637153716,-0.767615937,-0.440614002,-0.576319245,0.878108822,-0.204210988,-0.827236931,1.474253886,0.451673954,-0.434314115,-0.254210831,-0.169733617,-0.330582084,-0.091081417,2.028861964,-0.204615931,0.178722692,-0.763505675,-1.458067504,0.284995069,-0.226176096,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.838927639,-1.373529783,1.784740953,-0.253358699,-0.118155184,-0.637153716,-0.196043338,-0.440614002,0.416081902,1.418800165,-0.204210988,-0.592519697,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.766354309,1.560505379,-0.117995131,-2.881731512,1.703292262,0.873188011,-0.763505675,0.22854278,0.284995069,0.231050678,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,2.997992086,2.563262082,3.166188951,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,-0.058633548,0.851688583,-0.655510615,-0.419106399,1.138721832,0.251375567,-0.767615937,-0.440614002,-0.556594835,1.115447446,-0.204210988,-1.453303403,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.414691947,-1.034315424,-0.00811382,1.432562519,-0.204615931,-1.210207945,-0.763505675,-1.217123178,0.284995069,0.268692594,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.24274602,0.824837119,-0.735477924,-0.446085598,1.037360782,0.251375567,-0.767615937,-0.440614002,-0.59539482,0.713627049,-0.204210988,-1.453303403,0.796965212,-0.525833016,-0.434314115,-0.254210831,-0.463233184,-0.330582084,-0.507233257,2.356330451,-0.204615931,-0.515742626,-0.763505675,-1.458067504,0.284995069,-0.279676617,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,0.008238879,-0.898785203,0.441202428,-1.334314796,-1.050676841,0.223383527,-0.767615937,-0.440614002,-1.307632422,0.22762541,-0.204210988,0.430645476,2.082770419,3.42856096,-0.434314115,-0.254210831,-0.377279703,0.522577058,-0.529245362,0.398943217,-0.204615931,-1.210207945,0.518429779,0.469487107,0.80876979,0.37752005,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,2.24986929,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,-1.213559752,-0.480436276,-1.278022666,-0.575543306,2.360978841,0.52379813,-0.637153716,-0.767615937,-0.440614002,1.309858122,-0.061234139,-0.204210988,0.286075896,-0.657124366,-0.525833016,-0.434314115,-0.254210831,2.18999364,-0.515351263,-0.643985432,0.111729819,-0.204615931,-1.210207945,-0.763505675,1.915153065,-1.810103816,1.047234324,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,0.468964623,-0.390319093,0.756092089,-0.406891802,-0.685777063,0.2566942,1.951123635,2.647117734,-1.039875889,0.183903934,-0.204210988,-0.383665489,0.720874722,0.473857001,-0.434314115,-0.254210831,0.213284605,-0.515351263,-1.363383704,0.109376288,-1.30152572,-0.515742626,3.082300686,0.469487107,0.284995069,-0.044684151,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,3.488611087,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,2.951996903
1,-1.605910137,0.824022054,-2.580083225,1.210364276,-0.950138036,0.309690295,0.652188793,-0.637153716,-0.767615937,-0.440614002,1.038368541,-0.965895782,-0.204210988,0.676741366,-0.657124366,-0.525833016,-0.434314115,-0.254210831,2.182361563,-0.515351263,0.141235852,0.147934156,1.499196266,-1.210207945,-0.763505675,-0.012401546,-0.762554373,-0.341284629,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,0.391985216,-0.073873095,-0.122242359,-0.297637589,-0.422238333,0.223383527,0.398113189,-0.440614002,-1.039875889,-0.301863558,-0.204210988,0.148404696,1.361646176,0.451673954,-0.434314115,-0.254210831,-1.084652684,0.030686537,0.019356793,-0.059894808,1.390693398,0.178722692,1.800365233,-0.735234525,0.80876979,-1.012780769,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,4.441474332,-0.338753743
1,0.622699849,-1.213559752,0.103624498,-0.290376454,0.237303982,-0.000589296,-0.841197339,-0.637153716,0.80747002,-0.440614002,0.199437466,-0.053994835,-0.204210988,1.222347996,2.00087641,0.451673954,-0.434314115,-0.254210831,0.389882217,-0.515351263,0.120904186,0.416693086,-0.93427459,0.178722692,0.518429779,-0.253345873,0.284995069,-0.043089381,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,2.951996903
1,-1.605910137,-1.213559752,0.163359866,-1.105130557,0.053503286,-1.030942653,1.003573765,0.251375567,-0.767615937,-0.440614002,1.449315272,0.914537247,-0.204210988,-1.453303403,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.079711579,-0.515351263,-0.050378921,1.120988392,-0.204615931,-1.210207945,-0.763505675,0.951375759,0.284995069,1.710845708,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,0.270491083,0.27976116,-0.266565334,0.212919853,-0.320877284,-0.637153716,-0.767615937,-0.440614002,0.768106969,-0.458902213,-0.204210988,0.595924668,0.020164307,0.451673954,-0.434314115,-0.254210831,-0.586286749,-1.034315424,0.030327268,-0.004393847,-0.204615931,0.873188011,0.518429779,-0.976178852,-0.238779652,0.427946853,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,2.133521167,-0.281718085,2.015608833,-0.338753743
1,0.622699849,-1.213559752,-0.634294192,1.370023693,-1.194760343,1.252413614,0.875183102,-0.637153716,-0.767615937,-0.440614002,0.166281029,-0.790474395,-0.204210988,-0.612382889,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.414691947,-0.474851338,0.055428281,-0.069890507,-0.204615931,-0.515742626,-0.763505675,-0.494290199,-1.286329094,-0.466460704,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,0.794248366,-1.142891124,1.510415648,0.356167529,1.077905202,1.295627273,-0.767615937,-0.440614002,-0.504362823,1.395882187,-0.204210988,-1.86588337,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,2.07946954,-2.073543783,-0.861019604,2.740878224,2.262118648,-0.763505675,0.22854278,-0.238779652,-0.988770127,-0.344657911,4.831043681,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,3.746114882,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,-1.605910137,0.824022054,0.001568098,1.096452067,-1.075001285,1.19679437,0.652188793,0.251375567,-0.229320454,0.421095061,-0.002006194,-1.209368545,-0.204210988,-0.603140651,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.168010385,-1.034315424,0.204929515,0.317194785,-0.204615931,-1.210207945,1.800365233,-0.735234525,-0.762554373,-0.36703259,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,1.060660172,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
1,-1.605910137,-1.213559752,-0.05630126,0.416212787,-0.396153946,-0.934801447,1.003573765,0.251375567,-0.767615937,-0.440614002,-0.556594835,1.081299939,-0.204210988,-1.453303403,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.120725352,-0.515351263,-0.039521049,2.354514408,-0.204615931,-1.210207945,-0.763505675,-1.458067504,1.856319232,0.0826658,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
