target,acid_group,base_group,MaxEStateIndex,qed,MolWt,BalabanJ,HallKierAlpha,PEOE_VSA11,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,SMR_VSA2,SMR_VSA7,SMR_VSA9,SlogP_VSA11,SlogP_VSA7,EState_VSA11,EState_VSA8,EState_VSA9,VSA_EState4,VSA_EState5,VSA_EState9,NHOHCount,NumAromaticHeterocycles,NumRotatableBonds,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_alkyl_carbamate,fr_aniline,fr_aryl_methyl,fr_ether,fr_ketone,fr_methoxy,fr_para_hydroxylation,fr_piperzine,fr_pyridine,fr_sulfonamd
1,0.622699849,0.824022054,0.290883674,1.138207999,-0.439559502,0.444350068,-0.124912588,-0.637153716,-0.767615937,-0.440614002,-0.858997913,0.043407502,-0.204210988,0.411730376,0.020164307,0.451673954,1.598826814,-0.254210831,-1.084652684,0.755631682,0.115816638,-0.079774892,0.433574654,-0.515742626,0.518429779,-0.494290199,-0.238779652,-0.085978892,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.531447378,-0.332435138,0.411524352,-0.833314053,0.057537302,-0.637153716,-0.767615937,4.011431345,-0.537145955,1.09642049,-0.204210988,-0.396845078,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.23520455,-1.034315424,-1.970252995,-0.068744321,-0.204615931,0.178722692,-0.763505675,-0.976178852,0.80876979,1.093963756,-0.344657911,-0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.752010674,0.597660451,-1.504157019,2.557399876,1.402260561,-0.637153716,-0.767615937,-0.440614002,-0.275504049,-1.386211604,-0.204210988,-1.86588337,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,-0.474851338,-0.643985432,-0.139935294,-0.204615931,-0.515742626,-0.763505675,-0.253345873,-1.810103816,-0.816508247,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,-0.571367017,1.090747387,-0.687157592,0.312291996,0.381892661,0.220613322,0.398113189,-0.440614002,-0.410363403,-0.586477215,-0.204210988,-0.023941234,0.692169886,-0.525833016,3.631967744,-0.254210831,-0.843520632,2.551051508,-0.072979406,-0.11683894,-0.204615931,-0.515742626,0.518429779,-0.976178852,-0.238779652,0.169041747,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,-0.851119684,0.04530286,-0.146203143,-0.333568412,1.152236638,-0.637153716,-0.767615937,-0.440614002,0.866579824,1.178374559,-0.204210988,-0.610331584,-0.657124366,-0.525833016,-0.434314115,-0.254210831,1.096154803,-1.034315424,0.15178794,0.929609658,-0.204615931,0.873188011,-0.763505675,-0.253345873,-0.238779652,0.641592566,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,-1.213559752,0.188214125,-0.558000242,0.181756036,-0.690478226,-1.043919438,6.647450416,-0.767615937,-0.440614002,-0.838432229,-0.80950135,-0.204210988,0.444075437,4.08389635,6.316715776,-0.434314115,-0.254210831,-1.084652684,1.041541219,-0.398531176,-0.173381697,0.380139679,2.262118648,-0.763505675,-0.494290199,0.80876979,-0.782964623,-0.344657911,1.610347894,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,2.24986929,1.060660172,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
1,0.622699849,0.824022054,1.306775381,-0.854989663,0.416115133,-0.223588788,-0.151942201,1.190631854,0.871567,0.41917063,-0.603832133,-0.470047922,-0.204210988,0.380743713,0.020164307,0.451673954,-0.434314115,1.757688966,-0.838522029,0.994843875,-1.98900627,-0.070732403,-1.985307086,0.873188011,0.518429779,0.951375759,-0.238779652,-1.097553036,-0.344657911,0.536782631,1.044053725,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,-0.441941738,-0.422158527,2.133521167,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.091866528,1.541398428,-0.471380938,0.221040894,0.145383545,1.911365844,0.830053947,-0.440614002,-0.838432229,-1.175221038,-0.204210988,-0.21544127,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.586286749,-1.034315424,-0.720354978,-0.290890114,-1.310028766,0.178722692,0.518429779,-0.976178852,-0.238779652,-0.966398801,-0.344657911,0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,2.951996903
0,-1.605910137,-1.213559752,0.022016104,0.007847239,-0.496652661,1.320617852,-0.37493651,-0.637153716,0.375529262,-0.440614002,-0.603832133,-1.352064098,-0.204210988,0.347111317,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.827418801,0.003612897,-0.254473973,-0.76058871,0.797009093,-0.515742626,-0.763505675,-0.494290199,-0.762554373,-0.866311397,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,-0.441941738,1.970073125,2.133521167,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,-1.213559752,1.181778101,-1.533110389,3.771606837,3.647813684,-2.381885294,-0.637153716,-0.767615937,-0.440614002,2.910905841,1.597268712,-0.204210988,-1.435491517,-0.657124366,-0.525833016,-0.434314115,4.139965246,-0.055717152,-1.034315424,-0.643985432,-3.642280351,3.898060764,2.262118648,-0.763505675,2.156097391,-1.286329094,-0.379238371,-0.344657911,0.536782631,2.797032819,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,1.960718857,-1.863854937,3.325807655,-1.457786526,-3.327921758,1.150344864,4.180821646,-0.440614002,-0.838432229,2.429197405,-0.204210988,2.316502151,-0.657124366,-0.525833016,-0.434314115,7.793388355,-0.087920813,2.13361682,0.142689943,-1.176817569,1.958022903,1.567653329,1.800365233,2.156097391,3.427643395,2.373076146,-0.344657911,-0.536782631,2.797032819,-0.255488065,4.384188126,4.561012458,2.038461538,-0.432472449,2.24986929,-0.441941738,4.362304777,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,-1.213559752,-0.071792755,1.531028133,-0.925449507,0.482861628,0.449466694,-0.637153716,-0.767615937,-0.440614002,-0.134631941,-1.175221038,-0.204210988,0.180607372,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,-0.474851338,-0.441582715,-0.445908301,-0.204615931,-0.515742626,0.518429779,-0.494290199,-0.762554373,-0.424586856,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,-1.213559752,1.901003218,0.704712497,-0.266724839,-0.161207849,0.834638683,2.010844806,-0.244220071,-0.440614002,-0.321621434,0.099190599,-0.204210988,-1.02291155,-0.657124366,-0.525833016,-0.434314115,1.757688966,-1.084652684,-1.034315424,-2.333295599,-0.679438093,-0.204615931,0.873188011,-0.763505675,-0.976178852,0.284995069,-0.990997459,-0.344657911,2.683913156,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,-0.248570019,1.146204529,-0.457523859,0.356893305,0.246744594,0.377917952,-0.196043338,-0.440614002,0.528036983,-1.015451733,-0.204210988,0.190912809,-0.657124366,-0.525833016,3.631967744,-0.254210831,-0.598242555,2.067114555,-0.055174582,-0.568028619,-0.204615931,0.178722692,-0.763505675,-0.012401546,-0.762554373,-0.09489713,2.122367134,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,2.038461538,-0.432472449,0.005500903,-0.441941738,-0.422158527,4.571831071,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,-1.213559752,0.88182938,0.043292426,-0.276693961,-0.154106042,1.030603379,-0.637153716,0.279175795,-0.440614002,-0.046645276,-0.749333502,-0.204210988,-1.86588337,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,0.044112823,-0.643985432,-2.514824678,-0.204615931,0.178722692,-0.763505675,1.192320086,-0.762554373,0.084447666,2.122367134,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.089072258,1.579393172,-0.57135129,0.230944156,-0.178971814,1.122960715,0.830053947,-0.440614002,-0.603832133,-0.998377979,-0.204210988,0.256385714,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.586286749,-1.034315424,-0.728373423,-0.206130894,-1.317153488,0.178722692,0.518429779,-0.976178852,-0.238779652,-1.131185754,-0.344657911,0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,2.951996903
0,0.622699849,-1.213559752,-0.037755963,-1.067624857,-0.326250465,0.81498329,0.773822053,-0.637153716,-0.196043338,-0.440614002,0.926031461,-0.749333502,-0.204210988,-1.005099663,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.414691947,-0.474851338,-0.643985432,-0.180185161,-0.204615931,0.873188011,-0.763505675,1.674208738,-1.286329094,-0.103851006,2.122367134,1.610347894,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,1.060660172,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,-1.213559752,2.094529732,-1.631616322,0.92166923,-1.07954641,0.50352592,2.137387192,-0.244220071,-0.440614002,2.92582694,0.317174551,-0.204210988,-1.02291155,-0.657124366,-0.525833016,-0.434314115,1.757688966,-0.749672316,-0.515351263,-2.396067102,-0.864405049,-0.204615931,0.178722692,-0.763505675,2.637986044,0.284995069,1.696145315,-0.344657911,1.610347894,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,2.563262082,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,-1.213559752,-0.116037356,1.350181583,-0.656043963,0.227698483,0.138626141,0.874227448,0.80747002,-0.440614002,0.334568252,-1.032525486,-0.204210988,0.461887324,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-1.084652684,-0.515351263,0.30262381,0.009978636,-1.542642004,-1.210207945,-0.763505675,-0.735234525,-0.238779652,-0.696098663,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,1.324345773,-0.569210999,0.468767049,0.12973109,-0.570901206,0.256595574,2.519178939,0.421095061,-0.858997913,-0.499155246,-0.204210988,-0.398453089,1.995099281,-0.525833016,1.598826814,1.757688966,0.616398739,0.236667522,-0.35765991,-0.065191189,-1.228211018,0.873188011,1.800365233,0.710431433,-0.238779652,-0.094407117,-0.344657911,-0.536782631,1.920543272,-0.255488065,-0.292279208,2.147402753,2.038461538,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,2.951996903
0,0.622699849,-1.213559752,0.698182571,1.680950729,-1.005446723,0.703634971,0.300803821,-0.637153716,-0.244220071,-0.440614002,0.334568252,-1.003418163,-0.204210988,0.256021094,0.653617411,-0.525833016,-0.434314115,-0.254210831,-1.084652684,-0.474851338,-0.076262453,-0.655343992,-0.204615931,-0.515742626,-0.763505675,-0.735234525,-0.762554373,-0.195795283,2.122367134,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,-1.213559752,0.257941403,-0.893521203,-0.137230934,1.012556577,-0.401966123,-0.637153716,0.375529262,-0.440614002,-0.838432229,-0.693072058,-0.204210988,0.347111317,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.827418801,0.522577058,-0.103593346,-0.685507874,0.409683531,-0.515742626,-0.763505675,0.469487107,-0.762554373,-0.512076469,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,1.501746494,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,0.824022054,0.118960552,0.630470518,-0.728823536,0.504904711,0.185927965,0.259422361,-0.172454894,0.36027851,-0.155197623,-0.792427597,-0.204210988,0.609347729,-0.657124366,-0.525833016,1.598826814,-0.254210831,-0.585879076,0.236667522,0.309378912,0.391773126,0.523479619,-0.515742626,-0.763505675,-1.217123178,-0.238779652,-0.521030345,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,-1.213559752,0.19697125,-0.169563538,-0.30207036,1.251827518,-0.719564079,-0.637153716,0.375529262,0.448678527,-0.838432229,-0.928129763,3.763316781,0.347111317,0.057825872,-0.525833016,-0.434314115,-0.254210831,-0.827418801,0.003612897,-0.562099812,-0.86345825,0.269124699,-0.515742626,-0.763505675,-0.253345873,-0.762554373,-0.740565125,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.753623699,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,0.824022054,-2.804457041,0.443908902,-1.417211324,1.14445694,1.70634371,-0.637153716,-0.173459411,-0.440614002,-1.307632422,-1.369137851,-0.204210988,-1.296316801,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.843520632,0.236667522,0.331194542,0.420240653,-0.204615931,-1.210207945,0.518429779,-0.976178852,-1.286329094,-0.840821806,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,3.488611087,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.869757679,1.121699762,-0.481813624,0.28290268,-0.138427394,0.256595574,3.143174419,0.421095061,-0.805275793,-1.616229126,-0.204210988,0.687238095,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.114574965,-1.034315424,-1.380218811,-1.206512201,-0.204615931,-0.515742626,1.800365233,-0.253345873,-0.238779652,-0.865732291,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,1.225249733,-0.60917257,0.371483375,-0.734488166,-0.45602535,1.129539439,-0.244220071,-0.440614002,-0.53751926,-0.373533446,-0.204210988,0.027976284,0.697452982,1.429180925,-0.434314115,1.757688966,-0.36906631,-1.034315424,-0.743313254,-0.434422758,-0.204615931,1.567653329,0.518429779,0.469487107,0.80876979,-0.322975957,-0.344657911,2.683913156,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,0.753623699,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.964763792,1.678707397,-0.571381197,0.008955778,0.131868738,-0.637153716,0.327352529,-0.440614002,-1.307632422,-0.97431084,-0.204210988,-0.451545845,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.827418801,-1.034315424,-0.591880384,-0.537386986,-0.204615931,0.178722692,0.518429779,-0.735234525,0.284995069,-1.130161181,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,3.54964787,2.015608833,-0.338753743
0,0.622699849,0.824022054,-0.607299873,1.62483414,-0.746807831,0.633861183,0.60488697,-0.637153716,-0.767615937,-0.440614002,0.528036983,-1.015451733,-0.204210988,0.190912809,-0.657124366,-0.525833016,3.631967744,-0.254210831,-0.827418801,2.067114555,-0.014710357,-0.199293029,-0.204615931,0.178722692,-0.763505675,-0.494290199,-0.762554373,0.108591948,2.122367134,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,2.038461538,-0.432472449,-0.742621893,-0.441941738,-0.422158527,4.571831071,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.94641898,0.773137717,-0.057353346,-0.92113876,-0.638475239,-0.637153716,0.363610613,0.421095061,-0.369232037,-0.579483829,-0.204210988,0.806575755,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.591289559,-1.034315424,-0.277463509,-0.09370622,-0.204615931,-0.515742626,0.518429779,-0.494290199,0.80876979,-0.78978026,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,3.54964787,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.917865546,1.669211299,-0.631250757,0.461554374,0.131868738,-0.637153716,0.327352529,-0.440614002,-1.307632422,-1.175221038,-0.204210988,-0.451545845,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.827418801,-0.474851338,-0.640130005,-0.554339535,-0.204615931,0.178722692,0.518429779,-0.735234525,-0.238779652,-1.270483115,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,3.54964787,2.015608833,-0.338753743
0,0.622699849,0.824022054,0.438382835,0.329244087,0.032079644,-0.82575663,-0.949315792,1.129539439,0.398113189,-0.440614002,-0.369232037,0.25635127,-0.204210988,0.658929479,2.023564804,1.429180925,-0.434314115,-0.254210831,-0.127934258,-1.034315424,-0.057718823,-0.332964343,-0.204615931,0.178722692,0.518429779,-0.253345873,0.80876979,0.279169965,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,1.528069319,0.753623699,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
0,0.622699849,0.824022054,0.974745376,0.146202286,0.156843201,-0.215907685,-0.665504853,1.023120357,0.349936456,2.6747012,-1.307632422,0.070365082,3.763316781,0.014785515,0.057825872,-0.525833016,-0.434314115,-0.254210831,-0.586286749,0.880743479,-1.804470152,-0.647011453,0.355278433,-0.515742626,0.518429779,-0.735234525,0.284995069,-0.262267788,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,2.038461538,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
0,0.622699849,0.824022054,1.361871669,-1.491923285,0.925238176,0.016909008,-1.469635847,1.139942151,0.850748395,1.785408671,0.569168349,-0.340218594,-0.204210988,2.440388442,1.330906086,0.451673954,-0.434314115,1.757688966,-0.827418801,0.044112823,-2.039816828,-1.173806532,0.297639581,0.178722692,0.518429779,1.433264412,0.284995069,0.630197534,2.122367134,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.928182186,0.196324926,0.092048895,0.235876536,-0.618203029,0.148313599,-0.244220071,2.6747012,-1.307632422,0.298429401,3.763316781,0.22039732,0.057825872,-0.525833016,-0.434314115,-0.254210831,-0.827418801,0.880743479,-1.761762062,-0.689872564,0.351879351,-0.515742626,-0.763505675,-0.735234525,-0.238779652,-0.056952297,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,2.038461538,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,1.569235117,-0.952633574,1.958437944,-1.045902397,-1.341245184,0.237653042,3.042574806,1.043401113,0.19981077,0.522797217,-0.204210988,-0.374412072,0.035534353,0.473857001,-0.434314115,3.769588762,-0.087920813,0.522577058,-1.922969725,-3.535157144,-1.985188145,0.873188011,0.518429779,-0.012401546,1.856319232,-0.117393186,-0.344657911,-0.536782631,1.920543272,-0.255488065,-0.292279208,2.147402753,-0.576923077,-0.432472449,1.501746494,-0.441941738,-0.422158527,4.571831071,-0.281718085,-0.410256665,2.951996903
0,0.622699849,0.824022054,0.507111936,-0.146012389,0.177294854,1.025912766,-0.192486621,-0.637153716,2.460845345,-0.440614002,-0.302172554,-0.797467781,-0.204210988,-0.186535875,0.668987458,-0.525833016,-0.434314115,-0.254210831,-0.602388579,-0.474851338,-0.055116072,-0.581568963,-1.166921155,0.873188011,0.518429779,0.951375759,-0.762554373,-0.765591431,2.122367134,1.610347894,-0.708925369,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,2.951996903
0,-1.605910137,0.824022054,-2.820579316,1.17408678,-0.870170727,-0.099263746,1.071147799,-0.637153716,-0.767615937,-0.440614002,-0.576417019,0.501777236,-0.204210988,-0.827236931,0.020164307,0.451673954,-0.434314115,-0.254210831,0.373887214,-0.515351263,0.555454164,0.894244708,1.500399976,-1.210207945,-0.763505675,-1.217123178,0.284995069,-0.328277008,-0.344657911,-0.536782631,-0.708925369,-0.255488065,2.045954459,-0.266206953,-0.576923077,-0.432472449,0.005500903,-0.441941738,0.773957299,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.887629709,-0.415101597,0.18365017,-0.397089419,-0.847954742,-0.637153716,0.327352529,1.785408671,-0.858997913,-0.586477215,-0.204210988,0.855047393,0.697452982,1.429180925,1.598826814,-0.254210831,-0.071818983,0.755631682,-1.118621076,-0.242406893,0.391794649,0.873188011,0.518429779,-0.253345873,-0.238779652,0.698701367,-0.344657911,-0.536782631,1.920543272,-0.255488065,-0.292279208,-0.266206953,2.038461538,-0.432472449,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,-0.338753743
0,0.622699849,-1.213559752,-0.668637035,0.274214234,-0.655510615,0.0712143,0.787336859,-0.637153716,-0.767615937,-0.440614002,-0.09276266,0.355706809,-0.204210988,-0.629511007,0.697452982,1.429180925,-0.434314115,-0.254210831,0.842734952,-0.515351263,0.485617801,0.945740727,-0.204615931,-0.515742626,-0.763505675,-0.494290199,-0.238779652,0.71963829,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.163239714,1.144381321,-0.501213534,-0.064729501,0.131868738,0.155073633,-0.173459411,-0.440614002,-1.307632422,-0.940163333,-0.204210988,-0.406098495,0.697452982,1.429180925,-0.434314115,-0.254210831,-0.361256527,0.003612897,0.715295337,0.845644747,0.584168581,-0.515742626,1.800365233,-0.253345873,-0.238779652,-0.543731316,-0.344657911,-0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,0.753623699,-0.441941738,1.970073125,-0.304788738,-0.281718085,2.015608833,-0.338753743
0,0.622699849,-1.213559752,-0.796450762,1.092369915,-0.865265919,-0.355284725,1.071147799,-0.637153716,-0.767615937,-0.440614002,-0.805275793,1.061945267,-0.204210988,-0.827236931,0.020164307,0.451673954,-0.434314115,-0.254210831,-0.456172748,-1.034315424,0.333765371,1.119672424,-0.204615931,0.178722692,-0.763505675,-1.458067504,0.284995069,-0.227690682,-0.344657911,0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,-0.576923077,1.528069319,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,-0.802297924,-0.409257147,-1.459679782,1.978401749,0.60488697,-0.637153716,-0.196043338,-0.440614002,-1.307632422,-1.204328361,-0.204210988,-1.024279087,0.020164307,0.451673954,-0.434314115,-0.254210831,-1.084652684,0.712785435,1.132066644,-0.420899926,-0.204615931,1.567653329,-0.763505675,-1.217123178,-1.286329094,-1.535847485,-0.344657911,-0.536782631,-0.708925369,3.219149621,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,-1.605910137,0.824022054,-0.109471328,1.240939018,-0.803666716,0.440655026,0.321076031,-0.637153716,-0.767615937,-0.440614002,0.314002569,-1.204328361,-0.204210988,0.424921144,-0.657124366,-0.525833016,1.598826814,-0.254210831,-0.843112959,0.236667522,0.503314532,0.136909429,0.524608115,-1.210207945,-0.763505675,-1.217123178,-0.238779652,-0.430556107,-0.344657911,-0.536782631,-0.708925369,-0.255488065,-0.292279208,-0.266206953,0.730769231,-0.432472449,-0.742621893,-0.441941738,-0.422158527,-0.304788738,-0.281718085,-0.410256665,-0.338753743
0,0.622699849,0.824022054,0.477924365,-1.210284437,0.781069723,-0.575456015,-0.847954742,0.135027414,0.398113189,3.208068924,1.118388971,0.251311087,-0.204210988,1.709470551,-0.657124366,-0.525833016,-0.434314115,-0.254210831,-0.615058888,-0.515351263,-0.635759468,-0.33233109,-1.985303701,0.178722692,0.518429779,1.192320086,0.284995069,1.42779632,-0.344657911,0.536782631,0.167564178,-0.255488065,-0.292279208,-0.266206953,0.730769231,1.528069319,0.005500903,-0.441941738,-0.422158527,-0.304788738,-0.281718085,2.015608833,2.951996903
